inputs=32 keys=64 outputs=1 gates=128
iteration: 1; vars: 928; clauses: 820; decisions: 158
iteration: 2; vars: 1182; clauses: 1454; decisions: 400
iteration: 3; vars: 1436; clauses: 946; decisions: 793
iteration: 4; vars: 1690; clauses: 1578; decisions: 1014
iteration: 5; vars: 1944; clauses: 631; decisions: 1217
iteration: 6; vars: 2198; clauses: 1245; decisions: 1375
iteration: 7; vars: 2452; clauses: 657; decisions: 1567
iteration: 8; vars: 2706; clauses: 1271; decisions: 1739
iteration: 9; vars: 2960; clauses: 625; decisions: 1914
iteration: 10; vars: 3214; clauses: 1235; decisions: 2034
iteration: 11; vars: 3468; clauses: 611; decisions: 2252
iteration: 12; vars: 3722; clauses: 1213; decisions: 2368
iteration: 13; vars: 3976; clauses: 595; decisions: 2484
iteration: 14; vars: 4230; clauses: 1185; decisions: 2596
iteration: 15; vars: 4484; clauses: 597; decisions: 2731
iteration: 16; vars: 4738; clauses: 1187; decisions: 2866
iteration: 17; vars: 4992; clauses: 625; decisions: 3002
iteration: 18; vars: 5246; clauses: 1215; decisions: 3119
iteration: 19; vars: 5500; clauses: 649; decisions: 3236
iteration: 20; vars: 5754; clauses: 1239; decisions: 3353
iteration: 21; vars: 6008; clauses: 651; decisions: 3489
iteration: 22; vars: 6262; clauses: 1241; decisions: 3605
iteration: 23; vars: 6516; clauses: 653; decisions: 3741
iteration: 24; vars: 6770; clauses: 1243; decisions: 3858
iteration: 25; vars: 7024; clauses: 679; decisions: 3975
iteration: 26; vars: 7278; clauses: 1269; decisions: 4102
iteration: 27; vars: 7532; clauses: 681; decisions: 4237
iteration: 28; vars: 7786; clauses: 1271; decisions: 4384
iteration: 29; vars: 8040; clauses: 683; decisions: 4519
iteration: 30; vars: 8294; clauses: 1273; decisions: 4634
iteration: 31; vars: 8548; clauses: 659; decisions: 4750
iteration: 32; vars: 8802; clauses: 1249; decisions: 4865
iteration: 33; vars: 9056; clauses: 659; decisions: 4981
iteration: 34; vars: 9310; clauses: 1249; decisions: 5097
iteration: 35; vars: 9564; clauses: 659; decisions: 5230
iteration: 36; vars: 9818; clauses: 1249; decisions: 5362
iteration: 37; vars: 10072; clauses: 659; decisions: 5495
iteration: 38; vars: 10326; clauses: 1249; decisions: 5627
iteration: 39; vars: 10580; clauses: 649; decisions: 5759
iteration: 40; vars: 10834; clauses: 1239; decisions: 5891
iteration: 41; vars: 11088; clauses: 632; decisions: 6022
iteration: 42; vars: 11342; clauses: 1222; decisions: 6154
iteration: 43; vars: 11596; clauses: 627; decisions: 6286
iteration: 44; vars: 11850; clauses: 1217; decisions: 6415
iteration: 45; vars: 12104; clauses: 645; decisions: 6548
iteration: 46; vars: 12358; clauses: 1235; decisions: 6680
iteration: 47; vars: 12612; clauses: 725; decisions: 6813
iteration: 48; vars: 12866; clauses: 1315; decisions: 6945
iteration: 49; vars: 13120; clauses: 733; decisions: 7078
iteration: 50; vars: 13374; clauses: 1323; decisions: 7211
iteration: 51; vars: 13628; clauses: 725; decisions: 7342
iteration: 52; vars: 13882; clauses: 1315; decisions: 7470
iteration: 53; vars: 14136; clauses: 808; decisions: 7602
iteration: 54; vars: 14390; clauses: 1398; decisions: 7733
iteration: 55; vars: 14644; clauses: 774; decisions: 7864
iteration: 56; vars: 14898; clauses: 1364; decisions: 8009
iteration: 57; vars: 15152; clauses: 776; decisions: 8140
iteration: 58; vars: 15406; clauses: 1366; decisions: 8270
iteration: 59; vars: 15660; clauses: 824; decisions: 8398
iteration: 60; vars: 15914; clauses: 1414; decisions: 8524
iteration: 61; vars: 16168; clauses: 757; decisions: 8646
iteration: 62; vars: 16422; clauses: 1347; decisions: 8800
iteration: 63; vars: 16676; clauses: 765; decisions: 8925
iteration: 64; vars: 16930; clauses: 1355; decisions: 9062
iteration: 65; vars: 17184; clauses: 760; decisions: 9197
iteration: 66; vars: 17438; clauses: 1350; decisions: 9331
iteration: 67; vars: 17692; clauses: 795; decisions: 9466
iteration: 68; vars: 17946; clauses: 1385; decisions: 9600
iteration: 69; vars: 18200; clauses: 726; decisions: 9735
iteration: 70; vars: 18454; clauses: 1316; decisions: 9870
iteration: 71; vars: 18708; clauses: 768; decisions: 10005
iteration: 72; vars: 18962; clauses: 1358; decisions: 10139
iteration: 73; vars: 19216; clauses: 757; decisions: 10273
iteration: 74; vars: 19470; clauses: 1347; decisions: 10406
iteration: 75; vars: 19724; clauses: 746; decisions: 10541
iteration: 76; vars: 19978; clauses: 1336; decisions: 10675
iteration: 77; vars: 20232; clauses: 773; decisions: 10808
iteration: 78; vars: 20486; clauses: 1363; decisions: 10940
iteration: 79; vars: 20740; clauses: 762; decisions: 11074
iteration: 80; vars: 20994; clauses: 1352; decisions: 11208
iteration: 81; vars: 21248; clauses: 752; decisions: 11339
iteration: 82; vars: 21502; clauses: 1342; decisions: 11469
iteration: 83; vars: 21756; clauses: 778; decisions: 11603
iteration: 84; vars: 22010; clauses: 1368; decisions: 11736
iteration: 85; vars: 22264; clauses: 774; decisions: 11866
iteration: 86; vars: 22518; clauses: 1364; decisions: 11995
iteration: 87; vars: 22772; clauses: 763; decisions: 12124
iteration: 88; vars: 23026; clauses: 1353; decisions: 12252
