inputs=32 keys=64 outputs=1 gates=128
iteration: 1; vars: 928; clauses: 828; decisions: 156
iteration: 2; vars: 1182; clauses: 1460; decisions: 549
iteration: 3; vars: 1436; clauses: 644; decisions: 765
iteration: 4; vars: 1690; clauses: 1264; decisions: 912
iteration: 5; vars: 1944; clauses: 644; decisions: 1064
iteration: 6; vars: 2198; clauses: 1264; decisions: 1212
iteration: 7; vars: 2452; clauses: 676; decisions: 1362
iteration: 8; vars: 2706; clauses: 1296; decisions: 1509
iteration: 9; vars: 2960; clauses: 654; decisions: 1662
iteration: 10; vars: 3214; clauses: 1274; decisions: 1810
iteration: 11; vars: 3468; clauses: 650; decisions: 1960
iteration: 12; vars: 3722; clauses: 1270; decisions: 2107
iteration: 13; vars: 3976; clauses: 668; decisions: 2257
iteration: 14; vars: 4230; clauses: 1288; decisions: 2404
iteration: 15; vars: 4484; clauses: 682; decisions: 2553
iteration: 16; vars: 4738; clauses: 1302; decisions: 2699
iteration: 17; vars: 4992; clauses: 708; decisions: 3220
iteration: 18; vars: 5246; clauses: 1328; decisions: 3369
iteration: 19; vars: 5500; clauses: 696; decisions: 3522
iteration: 20; vars: 5754; clauses: 1316; decisions: 3670
iteration: 21; vars: 6008; clauses: 660; decisions: 3820
iteration: 22; vars: 6262; clauses: 1280; decisions: 3967
iteration: 23; vars: 6516; clauses: 684; decisions: 4117
iteration: 24; vars: 6770; clauses: 1304; decisions: 4264
iteration: 25; vars: 7024; clauses: 714; decisions: 4413
iteration: 26; vars: 7278; clauses: 1334; decisions: 4559
iteration: 27; vars: 7532; clauses: 726; decisions: 4708
iteration: 28; vars: 7786; clauses: 1346; decisions: 4854
iteration: 29; vars: 8040; clauses: 730; decisions: 5004
iteration: 30; vars: 8294; clauses: 1352; decisions: 5322
iteration: 31; vars: 8548; clauses: 567; decisions: 5460
iteration: 32; vars: 8802; clauses: 569; decisions: 5667
iteration: 33; vars: 9056; clauses: 539; decisions: 5802
iteration: 34; vars: 9310; clauses: 558; decisions: 5938
iteration: 35; vars: 9564; clauses: 1142; decisions: 6063
iteration: 36; vars: 9818; clauses: 541; decisions: 6188
iteration: 37; vars: 10072; clauses: 559; decisions: 6311
iteration: 38; vars: 10326; clauses: 559; decisions: 6435
iteration: 39; vars: 10580; clauses: 559; decisions: 6559
iteration: 40; vars: 10834; clauses: 559; decisions: 6682
iteration: 41; vars: 11088; clauses: 577; decisions: 6804
iteration: 42; vars: 11342; clauses: 577; decisions: 6927
iteration: 43; vars: 11596; clauses: 577; decisions: 7049
iteration: 44; vars: 11850; clauses: 595; decisions: 7171
iteration: 45; vars: 12104; clauses: 595; decisions: 7293
iteration: 46; vars: 12358; clauses: 613; decisions: 7417
iteration: 47; vars: 12612; clauses: 613; decisions: 7539
iteration: 48; vars: 12866; clauses: 596; decisions: 7661
iteration: 49; vars: 13120; clauses: 596; decisions: 7782
iteration: 50; vars: 13374; clauses: 595; decisions: 7904
iteration: 51; vars: 13628; clauses: 595; decisions: 8025
iteration: 52; vars: 13882; clauses: 613; decisions: 8146
iteration: 53; vars: 14136; clauses: 614; decisions: 8266
iteration: 54; vars: 14390; clauses: 631; decisions: 8390
iteration: 55; vars: 14644; clauses: 631; decisions: 8513
iteration: 56; vars: 14898; clauses: 631; decisions: 8635
iteration: 57; vars: 15152; clauses: 631; decisions: 8756
iteration: 58; vars: 15406; clauses: 613; decisions: 8878
iteration: 59; vars: 15660; clauses: 614; decisions: 8999
iteration: 60; vars: 15914; clauses: 613; decisions: 9120
iteration: 61; vars: 16168; clauses: 613; decisions: 9240
iteration: 62; vars: 16422; clauses: 631; decisions: 9362
iteration: 63; vars: 16676; clauses: 631; decisions: 9483
iteration: 64; vars: 16930; clauses: 631; decisions: 9605
iteration: 65; vars: 17184; clauses: 622; decisions: 9727
iteration: 66; vars: 17438; clauses: 631; decisions: 9850
iteration: 67; vars: 17692; clauses: 649; decisions: 9971
iteration: 68; vars: 17946; clauses: 649; decisions: 10092
iteration: 69; vars: 18200; clauses: 649; decisions: 10212
iteration: 70; vars: 18454; clauses: 667; decisions: 10337
iteration: 71; vars: 18708; clauses: 662; decisions: 10460
iteration: 72; vars: 18962; clauses: 671; decisions: 10583
iteration: 73; vars: 19216; clauses: 627; decisions: 10705
iteration: 74; vars: 19470; clauses: 619; decisions: 10828
iteration: 75; vars: 19724; clauses: 619; decisions: 10951
iteration: 76; vars: 19978; clauses: 621; decisions: 11073
iteration: 77; vars: 20232; clauses: 621; decisions: 11194
iteration: 78; vars: 20486; clauses: 631; decisions: 11318
iteration: 79; vars: 20740; clauses: 631; decisions: 11440
iteration: 80; vars: 20994; clauses: 614; decisions: 11562
iteration: 81; vars: 21248; clauses: 614; decisions: 11683
iteration: 82; vars: 21502; clauses: 623; decisions: 11805
iteration: 83; vars: 21756; clauses: 628; decisions: 11926
iteration: 84; vars: 22010; clauses: 619; decisions: 12047
iteration: 85; vars: 22264; clauses: 627; decisions: 12168
iteration: 86; vars: 22518; clauses: 593; decisions: 12292
iteration: 87; vars: 22772; clauses: 603; decisions: 12417
iteration: 88; vars: 23026; clauses: 595; decisions: 12536
iteration: 89; vars: 23280; clauses: 613; decisions: 12654
iteration: 90; vars: 23534; clauses: 613; decisions: 12772
iteration: 91; vars: 23788; clauses: 613; decisions: 12889
iteration: 92; vars: 24042; clauses: 631; decisions: 13006
iteration: 93; vars: 24296; clauses: 631; decisions: 13122
iteration: 94; vars: 24550; clauses: 649; decisions: 13241
iteration: 95; vars: 24804; clauses: 649; decisions: 13359
iteration: 96; vars: 25058; clauses: 631; decisions: 13476
iteration: 97; vars: 25312; clauses: 631; decisions: 13592
iteration: 98; vars: 25566; clauses: 631; decisions: 13709
iteration: 99; vars: 25820; clauses: 631; decisions: 13825
iteration: 100; vars: 26074; clauses: 631; decisions: 13941
iteration: 101; vars: 26328; clauses: 649; decisions: 14056
iteration: 102; vars: 26582; clauses: 649; decisions: 14174
iteration: 103; vars: 26836; clauses: 649; decisions: 14290
iteration: 104; vars: 27090; clauses: 648; decisions: 14406
iteration: 105; vars: 27344; clauses: 666; decisions: 14522
iteration: 106; vars: 27598; clauses: 666; decisions: 14639
iteration: 107; vars: 27852; clauses: 666; decisions: 14755
iteration: 108; vars: 28106; clauses: 666; decisions: 14871
iteration: 109; vars: 28360; clauses: 666; decisions: 14986
iteration: 110; vars: 28614; clauses: 684; decisions: 15102
iteration: 111; vars: 28868; clauses: 1256; decisions: 15208
iteration: 112; vars: 29122; clauses: 484; decisions: 15315
iteration: 113; vars: 29376; clauses: 1014; decisions: 15419
iteration: 114; vars: 29630; clauses: 484; decisions: 15526
iteration: 115; vars: 29884; clauses: 1014; decisions: 15630
iteration: 116; vars: 30138; clauses: 498; decisions: 15735
iteration: 117; vars: 30392; clauses: 1028; decisions: 15837
iteration: 118; vars: 30646; clauses: 500; decisions: 15947
iteration: 119; vars: 30900; clauses: 1030; decisions: 16051
iteration: 120; vars: 31154; clauses: 498; decisions: 16156
iteration: 121; vars: 31408; clauses: 1028; decisions: 16258
iteration: 122; vars: 31662; clauses: 499; decisions: 16363
iteration: 123; vars: 31916; clauses: 1029; decisions: 16465
iteration: 124; vars: 32170; clauses: 512; decisions: 16569
iteration: 125; vars: 32424; clauses: 1042; decisions: 16671
iteration: 126; vars: 32678; clauses: 509; decisions: 16791
iteration: 127; vars: 32932; clauses: 1039; decisions: 16894
iteration: 128; vars: 33186; clauses: 511; decisions: 16999
iteration: 129; vars: 33440; clauses: 1041; decisions: 17101
iteration: 130; vars: 33694; clauses: 512; decisions: 17206
iteration: 131; vars: 33948; clauses: 1042; decisions: 17308
iteration: 132; vars: 34202; clauses: 512; decisions: 17412
iteration: 133; vars: 34456; clauses: 1042; decisions: 17513
iteration: 134; vars: 34710; clauses: 525; decisions: 17618
iteration: 135; vars: 34964; clauses: 1055; decisions: 17721
iteration: 136; vars: 35218; clauses: 523; decisions: 17825
iteration: 137; vars: 35472; clauses: 1053; decisions: 17926
iteration: 138; vars: 35726; clauses: 525; decisions: 18030
iteration: 139; vars: 35980; clauses: 1055; decisions: 18131
iteration: 140; vars: 36234; clauses: 538; decisions: 18234
iteration: 141; vars: 36488; clauses: 1068; decisions: 18334
