inputs=32 keys=64 outputs=1 gates=128
iteration: 1; vars: 928; clauses: 822; decisions: 154
iteration: 2; vars: 1182; clauses: 1456; decisions: 312
iteration: 3; vars: 1436; clauses: 948; decisions: 834
iteration: 4; vars: 1690; clauses: 1582; decisions: 1106
iteration: 5; vars: 1944; clauses: 1136; decisions: 1435
iteration: 6; vars: 2198; clauses: 1770; decisions: 1710
iteration: 7; vars: 2452; clauses: 1323; decisions: 2010
iteration: 8; vars: 2706; clauses: 1957; decisions: 2339
iteration: 9; vars: 2960; clauses: 1469; decisions: 2624
iteration: 10; vars: 3214; clauses: 2103; decisions: 2923
iteration: 11; vars: 3468; clauses: 1665; decisions: 3235
iteration: 12; vars: 3722; clauses: 2299; decisions: 3555
iteration: 13; vars: 3976; clauses: 1855; decisions: 3713
iteration: 14; vars: 4230; clauses: 2489; decisions: 3951
iteration: 15; vars: 4484; clauses: 1990; decisions: 4200
iteration: 16; vars: 4738; clauses: 2624; decisions: 4575
iteration: 17; vars: 4992; clauses: 2182; decisions: 4785
iteration: 18; vars: 5246; clauses: 2816; decisions: 5159
iteration: 19; vars: 5500; clauses: 2372; decisions: 5305
iteration: 20; vars: 5754; clauses: 3006; decisions: 5475
iteration: 21; vars: 6008; clauses: 2465; decisions: 5666
iteration: 22; vars: 6262; clauses: 3099; decisions: 5807
iteration: 23; vars: 6516; clauses: 2655; decisions: 5975
iteration: 24; vars: 6770; clauses: 3289; decisions: 6132
iteration: 25; vars: 7024; clauses: 2842; decisions: 6325
iteration: 26; vars: 7278; clauses: 3476; decisions: 6444
iteration: 27; vars: 7532; clauses: 3014; decisions: 6558
iteration: 28; vars: 7786; clauses: 3648; decisions: 6790
iteration: 29; vars: 8040; clauses: 1273; decisions: 6930
iteration: 30; vars: 8294; clauses: 1887; decisions: 7132
iteration: 31; vars: 8548; clauses: 1333; decisions: 7343
iteration: 32; vars: 8802; clauses: 1943; decisions: 7478
iteration: 33; vars: 9056; clauses: 1484; decisions: 7620
iteration: 34; vars: 9310; clauses: 2094; decisions: 7767
iteration: 35; vars: 9564; clauses: 1655; decisions: 7902
iteration: 36; vars: 9818; clauses: 2265; decisions: 8033
iteration: 37; vars: 10072; clauses: 1826; decisions: 8171
iteration: 38; vars: 10326; clauses: 2436; decisions: 8308
iteration: 39; vars: 10580; clauses: 1987; decisions: 8450
iteration: 40; vars: 10834; clauses: 2597; decisions: 8583
iteration: 41; vars: 11088; clauses: 2096; decisions: 8720
iteration: 42; vars: 11342; clauses: 2688; decisions: 8891
iteration: 43; vars: 11596; clauses: 2138; decisions: 9029
iteration: 44; vars: 11850; clauses: 2730; decisions: 9164
iteration: 45; vars: 12104; clauses: 2138; decisions: 9300
iteration: 46; vars: 12358; clauses: 2730; decisions: 9436
iteration: 47; vars: 12612; clauses: 2202; decisions: 9573
iteration: 48; vars: 12866; clauses: 2794; decisions: 9707
iteration: 49; vars: 13120; clauses: 2233; decisions: 9844
iteration: 50; vars: 13374; clauses: 2825; decisions: 9980
iteration: 51; vars: 13628; clauses: 2235; decisions: 10116
iteration: 52; vars: 13882; clauses: 2827; decisions: 10250
iteration: 53; vars: 14136; clauses: 2264; decisions: 10385
iteration: 54; vars: 14390; clauses: 2856; decisions: 10520
iteration: 55; vars: 14644; clauses: 2274; decisions: 10655
iteration: 56; vars: 14898; clauses: 2866; decisions: 10788
iteration: 57; vars: 15152; clauses: 2272; decisions: 10943
iteration: 58; vars: 15406; clauses: 2864; decisions: 11078
iteration: 59; vars: 15660; clauses: 2253; decisions: 11212
iteration: 60; vars: 15914; clauses: 2845; decisions: 11345
iteration: 61; vars: 16168; clauses: 2271; decisions: 11479
iteration: 62; vars: 16422; clauses: 2863; decisions: 11612
iteration: 63; vars: 16676; clauses: 2249; decisions: 11745
iteration: 64; vars: 16930; clauses: 2841; decisions: 11877
iteration: 65; vars: 17184; clauses: 2273; decisions: 12029
iteration: 66; vars: 17438; clauses: 2865; decisions: 12162
iteration: 67; vars: 17692; clauses: 2290; decisions: 12296
iteration: 68; vars: 17946; clauses: 2882; decisions: 12428
iteration: 69; vars: 18200; clauses: 2298; decisions: 12586
iteration: 70; vars: 18454; clauses: 2890; decisions: 12717
iteration: 71; vars: 18708; clauses: 2322; decisions: 12846
iteration: 72; vars: 18962; clauses: 2914; decisions: 13130
iteration: 73; vars: 19216; clauses: 2321; decisions: 13268
iteration: 74; vars: 19470; clauses: 2913; decisions: 13391
iteration: 75; vars: 19724; clauses: 2319; decisions: 13517
iteration: 76; vars: 19978; clauses: 2911; decisions: 13652
iteration: 77; vars: 20232; clauses: 2304; decisions: 13787
iteration: 78; vars: 20486; clauses: 2896; decisions: 13908
iteration: 79; vars: 20740; clauses: 2289; decisions: 14030
iteration: 80; vars: 20994; clauses: 2881; decisions: 14162
iteration: 81; vars: 21248; clauses: 2280; decisions: 14296
iteration: 82; vars: 21502; clauses: 2872; decisions: 14419
iteration: 83; vars: 21756; clauses: 2278; decisions: 14542
iteration: 84; vars: 22010; clauses: 2870; decisions: 14675
iteration: 85; vars: 22264; clauses: 2277; decisions: 14799
iteration: 86; vars: 22518; clauses: 2869; decisions: 14928
iteration: 87; vars: 22772; clauses: 2276; decisions: 15050
iteration: 88; vars: 23026; clauses: 2868; decisions: 15186
iteration: 89; vars: 23280; clauses: 2278; decisions: 15320
iteration: 90; vars: 23534; clauses: 2870; decisions: 15455
iteration: 91; vars: 23788; clauses: 2281; decisions: 15588
iteration: 92; vars: 24042; clauses: 2873; decisions: 15725
iteration: 93; vars: 24296; clauses: 2280; decisions: 15851
iteration: 94; vars: 24550; clauses: 2872; decisions: 15973
iteration: 95; vars: 24804; clauses: 2331; decisions: 16096
iteration: 96; vars: 25058; clauses: 2923; decisions: 16218
iteration: 97; vars: 25312; clauses: 2314; decisions: 16340
iteration: 98; vars: 25566; clauses: 2906; decisions: 16460
iteration: 99; vars: 25820; clauses: 2263; decisions: 16582
iteration: 100; vars: 26074; clauses: 2855; decisions: 16702
iteration: 101; vars: 26328; clauses: 2233; decisions: 16824
iteration: 102; vars: 26582; clauses: 2825; decisions: 16944
iteration: 103; vars: 26836; clauses: 2240; decisions: 17062
iteration: 104; vars: 27090; clauses: 2832; decisions: 17194
iteration: 105; vars: 27344; clauses: 2241; decisions: 17329
iteration: 106; vars: 27598; clauses: 2833; decisions: 17456
iteration: 107; vars: 27852; clauses: 2236; decisions: 17573
iteration: 108; vars: 28106; clauses: 2828; decisions: 17701
iteration: 109; vars: 28360; clauses: 2255; decisions: 17827
iteration: 110; vars: 28614; clauses: 2847; decisions: 17945
iteration: 111; vars: 28868; clauses: 2250; decisions: 18067
iteration: 112; vars: 29122; clauses: 2842; decisions: 18182
iteration: 113; vars: 29376; clauses: 2287; decisions: 18278
iteration: 114; vars: 29630; clauses: 2879; decisions: 18380
iteration: 115; vars: 29884; clauses: 2289; decisions: 18474
iteration: 116; vars: 30138; clauses: 2881; decisions: 18573
iteration: 117; vars: 30392; clauses: 2298; decisions: 18659
iteration: 118; vars: 30646; clauses: 2890; decisions: 18749
iteration: 119; vars: 30900; clauses: 2295; decisions: 18828
iteration: 120; vars: 31154; clauses: 2887; decisions: 18915
iteration: 121; vars: 31408; clauses: 2290; decisions: 19007
iteration: 122; vars: 31662; clauses: 2882; decisions: 19087
iteration: 123; vars: 31916; clauses: 2282; decisions: 19181
iteration: 124; vars: 32170; clauses: 2874; decisions: 19300
iteration: 125; vars: 32424; clauses: 2060; decisions: 19405
iteration: 126; vars: 32678; clauses: 2670; decisions: 19516
iteration: 127; vars: 32932; clauses: 1280; decisions: 19663
iteration: 128; vars: 33186; clauses: 1890; decisions: 19806
iteration: 129; vars: 33440; clauses: 1139; decisions: 19950
iteration: 130; vars: 33694; clauses: 1749; decisions: 20093
iteration: 131; vars: 33948; clauses: 1127; decisions: 20243
iteration: 132; vars: 34202; clauses: 1737; decisions: 20385
iteration: 133; vars: 34456; clauses: 1043; decisions: 20531
iteration: 134; vars: 34710; clauses: 1653; decisions: 20675
iteration: 135; vars: 34964; clauses: 1170; decisions: 20823
iteration: 136; vars: 35218; clauses: 1780; decisions: 20971
iteration: 137; vars: 35472; clauses: 1154; decisions: 21109
