inputs=80 keys=160 outputs=1 gates=320
iteration: 1; vars: 2320; clauses: 2017; decisions: 397
iteration: 2; vars: 2958; clauses: 3611; decisions: 1423
iteration: 3; vars: 3596; clauses: 2285; decisions: 2458
iteration: 4; vars: 4234; clauses: 3877; decisions: 3097
iteration: 5; vars: 4872; clauses: 1600; decisions: 3732
iteration: 6; vars: 5510; clauses: 3180; decisions: 4275
iteration: 7; vars: 6148; clauses: 1548; decisions: 4666
iteration: 8; vars: 6786; clauses: 3116; decisions: 5059
iteration: 9; vars: 7424; clauses: 1538; decisions: 5450
iteration: 10; vars: 8062; clauses: 3096; decisions: 5836
iteration: 11; vars: 8700; clauses: 1518; decisions: 6220
iteration: 12; vars: 9338; clauses: 3080; decisions: 6603
iteration: 13; vars: 9976; clauses: 1509; decisions: 6985
iteration: 14; vars: 10614; clauses: 1491; decisions: 7359
iteration: 15; vars: 11252; clauses: 3035; decisions: 7735
iteration: 16; vars: 11890; clauses: 1548; decisions: 8109
iteration: 17; vars: 12528; clauses: 3092; decisions: 8485
iteration: 18; vars: 13166; clauses: 1605; decisions: 8858
iteration: 19; vars: 13804; clauses: 3149; decisions: 9230
iteration: 20; vars: 14442; clauses: 1611; decisions: 9602
iteration: 21; vars: 15080; clauses: 3155; decisions: 10448
iteration: 22; vars: 15718; clauses: 1562; decisions: 10818
iteration: 23; vars: 16356; clauses: 3084; decisions: 11188
iteration: 24; vars: 16994; clauses: 1517; decisions: 11557
iteration: 25; vars: 17632; clauses: 1442; decisions: 11918
iteration: 26; vars: 18270; clauses: 1459; decisions: 12341
iteration: 27; vars: 18908; clauses: 1458; decisions: 12698
iteration: 28; vars: 19546; clauses: 1536; decisions: 13052
iteration: 29; vars: 20184; clauses: 1542; decisions: 13408
iteration: 30; vars: 20822; clauses: 1532; decisions: 13764
iteration: 31; vars: 21460; clauses: 1610; decisions: 14120
iteration: 32; vars: 22098; clauses: 1608; decisions: 14475
iteration: 33; vars: 22736; clauses: 1594; decisions: 14954
iteration: 34; vars: 23374; clauses: 1592; decisions: 15304
iteration: 35; vars: 24012; clauses: 1190; decisions: 15657
iteration: 36; vars: 24650; clauses: 1192; decisions: 16010
iteration: 37; vars: 25288; clauses: 1192; decisions: 16361
iteration: 38; vars: 25926; clauses: 1194; decisions: 16710
iteration: 39; vars: 26564; clauses: 1191; decisions: 17060
iteration: 40; vars: 27202; clauses: 1193; decisions: 17409
iteration: 41; vars: 27840; clauses: 1195; decisions: 17758
iteration: 42; vars: 28478; clauses: 1197; decisions: 18106
iteration: 43; vars: 29116; clauses: 1149; decisions: 18521
iteration: 44; vars: 29754; clauses: 1183; decisions: 18872
iteration: 45; vars: 30392; clauses: 1183; decisions: 19223
iteration: 46; vars: 31030; clauses: 1047; decisions: 19566
iteration: 47; vars: 31668; clauses: 1047; decisions: 19909
iteration: 48; vars: 32306; clauses: 1093; decisions: 20251
iteration: 49; vars: 32944; clauses: 1093; decisions: 20593
iteration: 50; vars: 33582; clauses: 1139; decisions: 20935
iteration: 51; vars: 34220; clauses: 1185; decisions: 21276
iteration: 52; vars: 34858; clauses: 1187; decisions: 21617
iteration: 53; vars: 35496; clauses: 1137; decisions: 21959
iteration: 54; vars: 36134; clauses: 1139; decisions: 22301
iteration: 55; vars: 36772; clauses: 1185; decisions: 22644
iteration: 56; vars: 37410; clauses: 1231; decisions: 22985
iteration: 57; vars: 38048; clauses: 1231; decisions: 23325
iteration: 58; vars: 38686; clauses: 1227; decisions: 23666
iteration: 59; vars: 39324; clauses: 1273; decisions: 24006
iteration: 60; vars: 39962; clauses: 1229; decisions: 24345
iteration: 61; vars: 40600; clauses: 1041; decisions: 24679
iteration: 62; vars: 41238; clauses: 1007; decisions: 25012
iteration: 63; vars: 41876; clauses: 1006; decisions: 25342
iteration: 64; vars: 42514; clauses: 1050; decisions: 25671
iteration: 65; vars: 43152; clauses: 1038; decisions: 25999
iteration: 66; vars: 43790; clauses: 1000; decisions: 26327
iteration: 67; vars: 44428; clauses: 981; decisions: 26705
iteration: 68; vars: 45066; clauses: 971; decisions: 27025
iteration: 69; vars: 45704; clauses: 963; decisions: 27337
iteration: 70; vars: 46342; clauses: 963; decisions: 27649
iteration: 71; vars: 46980; clauses: 1003; decisions: 27964
iteration: 72; vars: 47618; clauses: 1003; decisions: 28276
iteration: 73; vars: 48256; clauses: 1003; decisions: 28589
iteration: 74; vars: 48894; clauses: 1003; decisions: 28900
iteration: 75; vars: 49532; clauses: 1043; decisions: 29211
iteration: 76; vars: 50170; clauses: 1083; decisions: 29523
iteration: 77; vars: 50808; clauses: 1123; decisions: 29833
iteration: 78; vars: 51446; clauses: 1123; decisions: 30144
iteration: 79; vars: 52084; clauses: 1123; decisions: 30454
iteration: 80; vars: 52722; clauses: 1123; decisions: 30764
iteration: 81; vars: 53360; clauses: 1123; decisions: 31074
iteration: 82; vars: 53998; clauses: 1163; decisions: 31383
iteration: 83; vars: 54636; clauses: 1165; decisions: 31693
iteration: 84; vars: 55274; clauses: 1117; decisions: 32004
iteration: 85; vars: 55912; clauses: 1081; decisions: 32315
iteration: 86; vars: 56550; clauses: 1083; decisions: 32626
iteration: 87; vars: 57188; clauses: 1123; decisions: 32937
iteration: 88; vars: 57826; clauses: 1125; decisions: 33247
iteration: 89; vars: 58464; clauses: 1125; decisions: 33557
iteration: 90; vars: 59102; clauses: 1163; decisions: 33867
iteration: 91; vars: 59740; clauses: 1203; decisions: 34177
iteration: 92; vars: 60378; clauses: 1243; decisions: 34486
iteration: 93; vars: 61016; clauses: 1241; decisions: 34795
iteration: 94; vars: 61654; clauses: 1197; decisions: 35104
iteration: 95; vars: 62292; clauses: 1162; decisions: 35414
iteration: 96; vars: 62930; clauses: 1192; decisions: 35723
iteration: 97; vars: 63568; clauses: 1160; decisions: 36032
iteration: 98; vars: 64206; clauses: 1162; decisions: 36340
iteration: 99; vars: 64844; clauses: 1159; decisions: 36647
iteration: 100; vars: 65482; clauses: 1140; decisions: 36958
iteration: 101; vars: 66120; clauses: 1098; decisions: 37268
iteration: 102; vars: 66758; clauses: 1062; decisions: 37578
iteration: 103; vars: 67396; clauses: 992; decisions: 37889
iteration: 104; vars: 68034; clauses: 958; decisions: 38199
iteration: 105; vars: 68672; clauses: 958; decisions: 38509
iteration: 106; vars: 69310; clauses: 914; decisions: 38854
iteration: 107; vars: 69948; clauses: 908; decisions: 39150
iteration: 108; vars: 70586; clauses: 898; decisions: 39441
iteration: 109; vars: 71224; clauses: 900; decisions: 39731
iteration: 110; vars: 71862; clauses: 934; decisions: 40020
iteration: 111; vars: 72500; clauses: 896; decisions: 40303
iteration: 112; vars: 73138; clauses: 896; decisions: 40587
iteration: 113; vars: 73776; clauses: 946; decisions: 40869
iteration: 114; vars: 74414; clauses: 946; decisions: 41156
iteration: 115; vars: 75052; clauses: 946; decisions: 41438
iteration: 116; vars: 75690; clauses: 996; decisions: 41719
iteration: 117; vars: 76328; clauses: 996; decisions: 42000
iteration: 118; vars: 76966; clauses: 1046; decisions: 42280
iteration: 119; vars: 77604; clauses: 1046; decisions: 42561
iteration: 120; vars: 78242; clauses: 1046; decisions: 42841
iteration: 121; vars: 78880; clauses: 1046; decisions: 43121
iteration: 122; vars: 79518; clauses: 1046; decisions: 43402
iteration: 123; vars: 80156; clauses: 1096; decisions: 43682
iteration: 124; vars: 80794; clauses: 1146; decisions: 43961
iteration: 125; vars: 81432; clauses: 1148; decisions: 44240
iteration: 126; vars: 82070; clauses: 1090; decisions: 44521
iteration: 127; vars: 82708; clauses: 1044; decisions: 44802
iteration: 128; vars: 83346; clauses: 996; decisions: 45083
iteration: 129; vars: 83984; clauses: 1046; decisions: 45364
iteration: 130; vars: 84622; clauses: 1046; decisions: 45644
iteration: 131; vars: 85260; clauses: 1048; decisions: 45924
iteration: 132; vars: 85898; clauses: 1050; decisions: 46205
iteration: 133; vars: 86536; clauses: 1096; decisions: 46485
iteration: 134; vars: 87174; clauses: 1098; decisions: 46764
iteration: 135; vars: 87812; clauses: 1146; decisions: 47042
iteration: 136; vars: 88450; clauses: 1144; decisions: 47321
