inputs=80 keys=160 outputs=1 gates=320
iteration: 1; vars: 2320; clauses: 2053; decisions: 705
iteration: 2; vars: 2958; clauses: 3647; decisions: 1020
iteration: 3; vars: 3596; clauses: 2534; decisions: 1426
iteration: 4; vars: 4234; clauses: 4128; decisions: 2572
iteration: 5; vars: 4872; clauses: 3020; decisions: 3315
iteration: 6; vars: 5510; clauses: 4614; decisions: 4286
iteration: 7; vars: 6148; clauses: 3501; decisions: 5066
iteration: 8; vars: 6786; clauses: 5095; decisions: 6044
iteration: 9; vars: 7424; clauses: 3985; decisions: 6315
iteration: 10; vars: 8062; clauses: 5579; decisions: 6501
iteration: 11; vars: 8700; clauses: 4462; decisions: 6921
iteration: 12; vars: 9338; clauses: 6056; decisions: 7953
iteration: 13; vars: 9976; clauses: 4929; decisions: 8570
iteration: 14; vars: 10614; clauses: 6523; decisions: 9820
iteration: 15; vars: 11252; clauses: 5247; decisions: 10245
iteration: 16; vars: 11890; clauses: 6841; decisions: 11310
iteration: 17; vars: 12528; clauses: 5701; decisions: 11862
iteration: 18; vars: 13166; clauses: 7295; decisions: 12298
iteration: 19; vars: 13804; clauses: 6185; decisions: 13027
iteration: 20; vars: 14442; clauses: 7779; decisions: 13923
iteration: 21; vars: 15080; clauses: 6658; decisions: 14527
iteration: 22; vars: 15718; clauses: 8252; decisions: 15384
iteration: 23; vars: 16356; clauses: 7127; decisions: 16864
iteration: 24; vars: 16994; clauses: 8721; decisions: 17609
iteration: 25; vars: 17632; clauses: 7600; decisions: 18360
iteration: 26; vars: 18270; clauses: 9194; decisions: 18655
iteration: 27; vars: 18908; clauses: 8080; decisions: 18939
iteration: 28; vars: 19546; clauses: 9674; decisions: 19228
iteration: 29; vars: 20184; clauses: 8542; decisions: 20134
iteration: 30; vars: 20822; clauses: 10136; decisions: 20361
iteration: 31; vars: 21460; clauses: 9021; decisions: 20809
iteration: 32; vars: 22098; clauses: 10615; decisions: 21278
iteration: 33; vars: 22736; clauses: 9495; decisions: 21465
iteration: 34; vars: 23374; clauses: 11089; decisions: 21713
iteration: 35; vars: 24012; clauses: 9969; decisions: 21900
iteration: 36; vars: 24650; clauses: 11563; decisions: 22130
iteration: 37; vars: 25288; clauses: 10441; decisions: 22333
iteration: 38; vars: 25926; clauses: 12035; decisions: 22537
iteration: 39; vars: 26564; clauses: 10929; decisions: 22874
iteration: 40; vars: 27202; clauses: 12523; decisions: 23366
iteration: 41; vars: 27840; clauses: 11398; decisions: 23726
iteration: 42; vars: 28478; clauses: 12992; decisions: 24023
iteration: 43; vars: 29116; clauses: 11877; decisions: 24319
iteration: 44; vars: 29754; clauses: 13471; decisions: 24673
iteration: 45; vars: 30392; clauses: 12351; decisions: 25024
iteration: 46; vars: 31030; clauses: 13945; decisions: 25371
iteration: 47; vars: 31668; clauses: 12820; decisions: 25703
iteration: 48; vars: 32306; clauses: 14414; decisions: 26092
iteration: 49; vars: 32944; clauses: 13295; decisions: 26485
iteration: 50; vars: 33582; clauses: 14889; decisions: 26839
iteration: 51; vars: 34220; clauses: 13771; decisions: 27292
iteration: 52; vars: 34858; clauses: 15365; decisions: 27636
iteration: 53; vars: 35496; clauses: 14242; decisions: 27976
iteration: 54; vars: 36134; clauses: 15836; decisions: 28311
iteration: 55; vars: 36772; clauses: 14726; decisions: 28638
iteration: 56; vars: 37410; clauses: 16320; decisions: 28957
iteration: 57; vars: 38048; clauses: 15201; decisions: 29271
iteration: 58; vars: 38686; clauses: 16795; decisions: 29581
iteration: 59; vars: 39324; clauses: 15675; decisions: 29884
iteration: 60; vars: 39962; clauses: 17269; decisions: 30181
iteration: 61; vars: 40600; clauses: 16152; decisions: 30473
iteration: 62; vars: 41238; clauses: 17746; decisions: 30758
