inputs=32 keys=64 outputs=1 gates=128
iteration: 1; vars: 928; clauses: 817; decisions: 158
iteration: 2; vars: 1182; clauses: 1451; decisions: 394
iteration: 3; vars: 1436; clauses: 934; decisions: 717
iteration: 4; vars: 1690; clauses: 1568; decisions: 988
iteration: 5; vars: 1944; clauses: 1121; decisions: 1212
iteration: 6; vars: 2198; clauses: 1755; decisions: 1486
iteration: 7; vars: 2452; clauses: 659; decisions: 1700
iteration: 8; vars: 2706; clauses: 1273; decisions: 1880
iteration: 9; vars: 2960; clauses: 633; decisions: 2026
iteration: 10; vars: 3214; clauses: 1247; decisions: 2181
iteration: 11; vars: 3468; clauses: 652; decisions: 2328
iteration: 12; vars: 3722; clauses: 1266; decisions: 2473
iteration: 13; vars: 3976; clauses: 656; decisions: 2619
iteration: 14; vars: 4230; clauses: 1270; decisions: 2763
iteration: 15; vars: 4484; clauses: 502; decisions: 2910
iteration: 16; vars: 4738; clauses: 417; decisions: 3046
iteration: 17; vars: 4992; clauses: 407; decisions: 3179
iteration: 18; vars: 5246; clauses: 431; decisions: 3311
iteration: 19; vars: 5500; clauses: 431; decisions: 3445
iteration: 20; vars: 5754; clauses: 431; decisions: 3578
iteration: 21; vars: 6008; clauses: 433; decisions: 3710
iteration: 22; vars: 6262; clauses: 1011; decisions: 3834
iteration: 23; vars: 6516; clauses: 342; decisions: 3947
iteration: 24; vars: 6770; clauses: 320; decisions: 4057
iteration: 25; vars: 7024; clauses: 358; decisions: 4164
iteration: 26; vars: 7278; clauses: 368; decisions: 4271
iteration: 27; vars: 7532; clauses: 385; decisions: 4377
iteration: 28; vars: 7786; clauses: 415; decisions: 4483
iteration: 29; vars: 8040; clauses: 432; decisions: 4590
iteration: 30; vars: 8294; clauses: 420; decisions: 4695
iteration: 31; vars: 8548; clauses: 950; decisions: 4795
iteration: 32; vars: 8802; clauses: 295; decisions: 4893
iteration: 33; vars: 9056; clauses: 287; decisions: 4992
iteration: 34; vars: 9310; clauses: 287; decisions: 5081
iteration: 35; vars: 9564; clauses: 289; decisions: 5168
iteration: 36; vars: 9818; clauses: 289; decisions: 5258
iteration: 37; vars: 10072; clauses: 293; decisions: 5345
iteration: 38; vars: 10326; clauses: 293; decisions: 5435
iteration: 39; vars: 10580; clauses: 297; decisions: 5522
iteration: 40; vars: 10834; clauses: 295; decisions: 5609
iteration: 41; vars: 11088; clauses: 295; decisions: 5695
iteration: 42; vars: 11342; clauses: 293; decisions: 5784
iteration: 43; vars: 11596; clauses: 297; decisions: 5875
iteration: 44; vars: 11850; clauses: 301; decisions: 5965
iteration: 45; vars: 12104; clauses: 305; decisions: 6054
iteration: 46; vars: 12358; clauses: 311; decisions: 6142
iteration: 47; vars: 12612; clauses: 317; decisions: 6231
iteration: 48; vars: 12866; clauses: 317; decisions: 6322
iteration: 49; vars: 13120; clauses: 323; decisions: 6408
iteration: 50; vars: 13374; clauses: 325; decisions: 6493
iteration: 51; vars: 13628; clauses: 325; decisions: 6578
iteration: 52; vars: 13882; clauses: 323; decisions: 6667
iteration: 53; vars: 14136; clauses: 319; decisions: 6756
iteration: 54; vars: 14390; clauses: 325; decisions: 6845
iteration: 55; vars: 14644; clauses: 323; decisions: 6931
iteration: 56; vars: 14898; clauses: 321; decisions: 7017
iteration: 57; vars: 15152; clauses: 324; decisions: 7103
iteration: 58; vars: 15406; clauses: 325; decisions: 7190
iteration: 59; vars: 15660; clauses: 325; decisions: 7278
iteration: 60; vars: 15914; clauses: 333; decisions: 7366
iteration: 61; vars: 16168; clauses: 335; decisions: 7451
iteration: 62; vars: 16422; clauses: 330; decisions: 7538
iteration: 63; vars: 16676; clauses: 325; decisions: 7626
iteration: 64; vars: 16930; clauses: 321; decisions: 7711
iteration: 65; vars: 17184; clauses: 323; decisions: 7795
iteration: 66; vars: 17438; clauses: 325; decisions: 7879
iteration: 67; vars: 17692; clauses: 315; decisions: 7968
iteration: 68; vars: 17946; clauses: 309; decisions: 8058
iteration: 69; vars: 18200; clauses: 309; decisions: 8147
iteration: 70; vars: 18454; clauses: 309; decisions: 8233
iteration: 71; vars: 18708; clauses: 311; decisions: 8322
iteration: 72; vars: 18962; clauses: 317; decisions: 8408
iteration: 73; vars: 19216; clauses: 319; decisions: 8497
iteration: 74; vars: 19470; clauses: 325; decisions: 8583
iteration: 75; vars: 19724; clauses: 325; decisions: 8669
iteration: 76; vars: 19978; clauses: 325; decisions: 8757
iteration: 77; vars: 20232; clauses: 329; decisions: 8845
iteration: 78; vars: 20486; clauses: 333; decisions: 8934
iteration: 79; vars: 20740; clauses: 331; decisions: 9020
iteration: 80; vars: 20994; clauses: 329; decisions: 9105
iteration: 81; vars: 21248; clauses: 327; decisions: 9193
iteration: 82; vars: 21502; clauses: 325; decisions: 9282
iteration: 83; vars: 21756; clauses: 329; decisions: 9367
iteration: 84; vars: 22010; clauses: 331; decisions: 9456
iteration: 85; vars: 22264; clauses: 331; decisions: 9541
iteration: 86; vars: 22518; clauses: 333; decisions: 9626
iteration: 87; vars: 22772; clauses: 335; decisions: 9713
iteration: 88; vars: 23026; clauses: 331; decisions: 9801
