inputs=80 keys=160 outputs=1 gates=320
iteration: 1; vars: 2320; clauses: 2082; decisions: 397
iteration: 2; vars: 2958; clauses: 3676; decisions: 1045
iteration: 3; vars: 3596; clauses: 1661; decisions: 1660
iteration: 4; vars: 4234; clauses: 3229; decisions: 2195
iteration: 5; vars: 4872; clauses: 1616; decisions: 2576
iteration: 6; vars: 5510; clauses: 3154; decisions: 3037
iteration: 7; vars: 6148; clauses: 1736; decisions: 3490
iteration: 8; vars: 6786; clauses: 3274; decisions: 3867
iteration: 9; vars: 7424; clauses: 1733; decisions: 4246
iteration: 10; vars: 8062; clauses: 1671; decisions: 8966
iteration: 11; vars: 8700; clauses: 3233; decisions: 9339
iteration: 12; vars: 9338; clauses: 1699; decisions: 9819
iteration: 13; vars: 9976; clauses: 1639; decisions: 10188
iteration: 14; vars: 10614; clauses: 1282; decisions: 10561
iteration: 15; vars: 11252; clauses: 1320; decisions: 10930
iteration: 16; vars: 11890; clauses: 1365; decisions: 11303
iteration: 17; vars: 12528; clauses: 1354; decisions: 11672
iteration: 18; vars: 13166; clauses: 1342; decisions: 12048
iteration: 19; vars: 13804; clauses: 1325; decisions: 12416
iteration: 20; vars: 14442; clauses: 1221; decisions: 12787
iteration: 21; vars: 15080; clauses: 1286; decisions: 13155
iteration: 22; vars: 15718; clauses: 1232; decisions: 13526
iteration: 23; vars: 16356; clauses: 1295; decisions: 13894
iteration: 24; vars: 16994; clauses: 1271; decisions: 14264
iteration: 25; vars: 17632; clauses: 1183; decisions: 14625
iteration: 26; vars: 18270; clauses: 1217; decisions: 14986
iteration: 27; vars: 18908; clauses: 1287; decisions: 15346
iteration: 28; vars: 19546; clauses: 1503; decisions: 15840
iteration: 29; vars: 20184; clauses: 1351; decisions: 16201
iteration: 30; vars: 20822; clauses: 1384; decisions: 16561
iteration: 31; vars: 21460; clauses: 1287; decisions: 16915
iteration: 32; vars: 22098; clauses: 1245; decisions: 17333
iteration: 33; vars: 22736; clauses: 1310; decisions: 17678
iteration: 34; vars: 23374; clauses: 1325; decisions: 18024
iteration: 35; vars: 24012; clauses: 1396; decisions: 18368
iteration: 36; vars: 24650; clauses: 1385; decisions: 18713
iteration: 37; vars: 25288; clauses: 1362; decisions: 19057
iteration: 38; vars: 25926; clauses: 1336; decisions: 19400
iteration: 39; vars: 26564; clauses: 1356; decisions: 19744
iteration: 40; vars: 27202; clauses: 1269; decisions: 20088
iteration: 41; vars: 27840; clauses: 1259; decisions: 20432
iteration: 42; vars: 28478; clauses: 1262; decisions: 20775
iteration: 43; vars: 29116; clauses: 1174; decisions: 21110
iteration: 44; vars: 29754; clauses: 1213; decisions: 21441
iteration: 45; vars: 30392; clauses: 1157; decisions: 21770
iteration: 46; vars: 31030; clauses: 1284; decisions: 22266
iteration: 47; vars: 31668; clauses: 1185; decisions: 22594
iteration: 48; vars: 32306; clauses: 1245; decisions: 22921
iteration: 49; vars: 32944; clauses: 1236; decisions: 23307
iteration: 50; vars: 33582; clauses: 1252; decisions: 23635
iteration: 51; vars: 34220; clauses: 1283; decisions: 23963
iteration: 52; vars: 34858; clauses: 1230; decisions: 24337
iteration: 53; vars: 35496; clauses: 1165; decisions: 24710
iteration: 54; vars: 36134; clauses: 1195; decisions: 25029
